sgRNA target	Number sgRNAs	Locus tag	Gene name	Gene product	Weighted mean fitness at 30% CO2	Weighted mean fitness at 4% CO2	Standard deviation of weighted mean fitness at 30% CO2	Standard deviation of weighted mean fitness at 4% CO2	adjusted p value for 30% CO2	adjusted p value for 4% CO2	Combined score for 30% CO2	Combined score for 4% CO2	Impact score
sll1624	5	sll1624	sll1624	two-component response regulator	-0.39382247066237	-0.589814273881377	1.29368701546716	1.45683688875024	0.862463238140476	0.972096826221706	0.0253067985628095	0.00724909746168885	0.138587133113139
slr1601	5	slr1601	slr1601	hypothetical protein	-2.18232055370914	-2.37799794569472	1.17919029245581	1.45901515314891	0.0164280793662919	0.135288050494858	3.89416161942455	2.06586327028495	0.138364810797897
slr0889	5	slr0889	slr0889	hypothetical protein	0.437171599722164	0.241889975139163	0.234872968888085	0.19870364194685	0.41870951708492	0.972096826221706	0.165288971925678	0.00297294264048609	0.138084960983766
slr0821	5	slr0821	slr0821	hypothetical protein	-2.04054100616522	-2.23512597509758	0.998844877331522	1.1104839751259	0.0122270411707067	0.016128529540136	3.90289916682886	4.00625147858196	0.137592351049042
sll1940	5	sll1940	sll1940	hypothetical protein	0.4868508879873	0.292382578409477	0.425478384714315	0.191479732402212	0.831372755086894	0.873632922859333	0.0390474917640072	0.01715438057999	0.137509860428363
amt3	5	sll0537	amt3	ammonium/methylammonium permease	0.273604567579442	0.0798026469192784	0.268054216844149	0.141501248928373	0.91906423382506	0.934932621803461	0.0100287386227762	0.00233180832400191	0.137038652305779
sll0473	5	sll0473	sll0473	unknown protein	0.361575653718854	0.168117434437303	0.429335834090642	0.18757491381081	0.48928840640055	1	0.112245765052605	0	0.136795618730259
asd	5	slr0549	asd	aspartate beta-semialdehyde dehydrogenese	-1.86415876349916	-2.05479566668347	0.989666095152158	1.03111004300585	0.0164280793662919	0.0270681873278269	3.32642951879556	3.22097609785556	0.134800646986027
slr0302	5	slr0302	slr0302	unknown protein	0.216157703473833	0.0259005439092897	0.180069413105618	0.157408703755864	0.892734787732264	0.773956683279766	0.0106517201997309	0.00288229916824482	0.134532127697379
slr0393	3	slr0393	slr0393	unknown protein	0.506272890971194	0.316222030591753	0.233391838481656	0.162555996475683	0.219897240054884	0.737575161173253	0.333016294344447	0.0418025656698348	0.134386252144641
sll1592	5	sll1592	sll1592	two-component response regulator NarL subfamily	0.357939990818689	0.168210096247283	0.211169108524642	0.133200192001523	0.594324564040631	0.972096826221706	0.0808859617402372	0.00206738194671406	0.13415929504525
slr0496	5	slr0496	slr0496	unknown protein	0.314868036886753	0.125793250620027	0.585462840954451	0.337599108666031	0.594324564040631	0.773956683279766	0.0711527201154404	0.0139986937302452	0.133696063520599
slr2010	5	slr2010	slr2010	hypothetical protein	-0.819329867010226	-1.0083197225083	0.565223303593614	1.29695575139726	0.167042074736508	0.891443924977185	0.636761972082362	0.050321174135797	0.133636008398156
sll1568	5	sll1568	sll1568	fibrillin	0.263803790317092	0.0748975208341574	0.565932984952458	0.284869072951182	0.945895107585028	0.647662559333708	0.00637271365254993	0.0141295078048521	0.133576904160037
sll1300	5	sll1300	sll1300	putative methyltransferase	0.262467138325182	0.0736101744649753	0.296287609590195	0.237662503174026	0.698410020881592	0.773956683279766	0.0409158809183989	0.00819158645385268	0.133542039819855
slr1896	5	slr1896	slr1896	hypothetical protein	0.283345465903353	0.094918668883144	0.494275568181797	0.209317349139678	0.862463238140476	0.952507446680345	0.0182076117120524	0.00200578527356499	0.133237865930251
slr2115	5	slr2115	slr2115	unknown protein	0.344225472393308	0.156383455427256	0.331850167179735	0.192493006569152	0.96476911582635	0.891443924977185	0.0053618651126575	0.00780446808373103	0.132824363988454
ssr2857	5	ssr2857	atx1	mercuric transport protein periplasmic componen t precursor	-0.00435495568409391	-0.190795509826154	0.290541260413599	0.66184930856913	0.560291610153004	0.873632922859333	0.00109564536093377	0.0111941648723246	0.131833380122028
sll1161	5	sll1161	sll1161	probable adenylate cyclase	0.450034218639026	0.26435242537731	0.267461109517176	0.174513756224207	0.560291610153004	0.746352504788104	0.113222255214726	0.0335875631688906	0.131296855158238
slr2095	2	slr2095	slr2095	putative transposase [ISY120c: 1561629 - 156243 0]	-0.0372530631745715	-0.221602374162027	0.710124128148797	0.0307126931264954	1	0.348664120782467	0	0.101403637875577	0.130354647906298
ssl8041	3	ssl8041	ssl8041	hypothetical protein	0.495402236697148	0.311140994252883	0.377446520718008	0.11609923368734	0.504710769846493	0.647662559333708	0.147113373990183	0.0586971245208506	0.130292374042198
slr2077	5	slr2077	slr2077	probable ABC transporter;  periplasmic binding p rotein	0.0540455426540896	-0.129810632052837	0.199653659423734	0.543120650887746	0.698410020881592	0.934932621803461	0.0084251346721557	0.00379302597156874	0.130005947898286
lim17	5	sll0626	lim17	putative neutral invertase	0.163509928537064	-0.0201223419863762	0.426344746749373	0.254033558736421	0.801021337301133	0.497647869636685	0.0157551488069662	0.00609863616121932	0.129847623731807
slr0503	5	slr0503	ycf66	hypothetical protein YCF66	-5.01639620497732	-5.19949934304726	2.23304200453609	2.47593978270575	0.00872410061899529	0.00942124926252689	10.3301610368178	10.5336215530538	0.129473470585789
ssr1853	5	ssr1853	ssr1853	unknown protein	0.281261253020296	0.0987532148704996	0.070121731655348	0.136198893618774	0.346720922983932	0.773956683279766	0.129385787527351	0.0109895880982118	0.129052671396774
sll1078	5	sll1078	hypA2	putative hydrogenase expression/formation prote in HypA	0.292194320463654	0.109756456062724	0.179417869868625	0.0628092331076218	0.594324564040631	0.934932621803461	0.0660289971279278	0.00320704923633532	0.12900305106309
slr2084	5	slr2084	slr2084	hypothetical protein	0.252168573411703	0.071305752597245	0.151546202970744	0.146107886563939	0.732413180445005	0.773956683279766	0.0341042484079554	0.00793514267970236	0.127889327062431
clpB2	5	slr0156	clpB2	ClpB protein	-2.68244903596824	-2.86269080645591	1.53213748633382	1.58813724936163	0.0641744396408226	0.0731074288285478	3.19919042486263	3.25212694071384	0.127450178164901
sll1913	5	sll1913	sll1913	hypothetical protein	0.437353217550998	0.257311434322257	0.276093679043255	0.189186443588163	0.48928840640055	0.891443924977185	0.135769778737374	0.0128413768020444	0.127308765817961
hlyB2	5	slr1651	hlyB	ABC transporter ATP-binding protein	0.213559410678769	0.0335709891878489	0.419779075204942	0.168932886243431	0.862463238140476	0.799499133977992	0.0137232011625697	0.00326249595006963	0.127271033371292
sll1611	5	sll1611	sll1611	unknown protein	-0.147355300801842	-0.326438425519682	0.161927344555281	0.321897626720116	0.190005636036717	0.355751015093573	0.106277581788219	0.146523144746363	0.126630891884061
hemH	5	slr0839	hemH;  scpA	ferrochelatase	-2.69711180302482	-2.87610173667806	1.40638279701119	1.16780023014803	0.0110077977849779	0.010310564376866	5.28175284929925	5.71400182970332	0.126564995850337
slr0522	5	slr0522	slr0522	unknown protein	0.202932931384337	0.0247333219853303	0.57460280635474	0.163593094804473	0.665258648332501	0.830847581906481	0.0359210508188485	0.00199050411021686	0.126006152210832
leuA2	5	slr0186	leuA	2-isopropylmalate synthase	-3.36027863028226	-3.53779791059962	2.06999994818655	2.01036587369937	0.116351752425167	0.116375269737098	3.13926326327479	3.3047960615993	0.125525086903756
sll0487	5	sll0487	sll0487	hypothetical protein	0.387191840430774	0.209983701281828	0.546034732495525	0.494029229641648	0.381125238931649	0.952507446680345	0.162207164521312	0.0044372958520761	0.125305076873669
sll1673	5	sll1673	sll1673	two-component response regulator	0.324195766281806	0.147224883353801	0.195922623041617	0.201407662649382	0.521743220241387	0.934932621803461	0.0915993045754412	0.00430186493502973	0.125137311390963
groEL-2	5	sll0416	groEL-2	60 kDa chaperonin 2;  GroEL2;  molecular chaperon e	0.073514882751467	-0.102987215008377	0.918652804678956	0.344435155057501	0.892734787732264	0.773956683279766	0.00362263268437918	0.0114607617970535	0.124805830219637
ssl7019	5	ssl7019	ssl7019	hypothetical protein	0.0333388870804031	-0.143014894130826	0.192227345850045	0.340593443985221	0.594324564040631	0.721165257323383	0.00753379899988189	0.0203031386071269	0.124700954582349
ssl7046	5	ssl7046	ssl7046	hypothetical protein	0.241510021375353	0.065854095097671	0.452459062058204	0.169456850383021	0.801021337301133	0.773956683279766	0.0232709191373646	0.00732846399636622	0.124207496626553
ssl3692	5	ssl3692	ssl3692	hypothetical protein	0.283425177233771	0.107882881332139	0.363490410766328	0.164345989417467	0.770897234545621	0.891443924977185	0.032028040495714	0.00538399987285916	0.1241271478171
ycf45	5	slr0692	ycf45	hypothetical protein YCF45	-1.41055617710801	-1.58521039297978	1.0549874614128	1.02827034039342	0.453523779275958	0.290576508746449	0.484384902306494	0.850845031427376	0.123499180405749
ssr2786	5	ssr2786	ssr2786	hypothetical protein	0.299798125505591	0.125173680100183	0.367886250802069	0.212064349614081	0.862463238140476	0.830847581906481	0.0192648498672953	0.0100738075086786	0.123478129507104
cad	5	sll1683	cad	lysine decarboxylase	0.242253717772823	0.0678393607195461	0.200735941538669	0.114839125402383	0.892734787732264	0.799499133977992	0.0119376676268818	0.00659276491271638	0.123329574608664
sll1280	5	sll1280	sll1280	hypothetical protein	0.314670081424906	0.142035200103721	0.277287364810193	0.174076757192347	0.698410020881592	0.914355054285718	0.0490537735974129	0.00552305723685101	0.122071295251545
sll7030	5	sll7030	sll7030	hypothetical protein	0.192351810245969	0.0202022169815913	0.355809355300915	0.219527096060456	0.892734787732264	0.830847581906481	0.00947862430866278	0.00162584694288947	0.121728144775747
sll0192	5	sll0192	sll0192	hypothetical protein	-1.69714389743189	-1.86883585360886	1.10208705248007	0.986684016457266	0.0759791809140587	0.0226205492561523	1.89962231645473	3.07516351785218	0.121404546487918
chlL	5	slr0749	chlL	light-independent protochlorophyllide reductase iron protein subunit ChlL	0.287998460228897	0.116986736616684	0.171652608925512	0.0955965858975685	0.632601102915249	0.914355054285718	0.0572742696959695	0.00454904447499301	0.120923549428595
map2	5	slr0786	map	methionine aminopeptidase	-0.434699005849342	-0.604756124123651	1.07079917039245	1.03787422736122	0.698410020881592	0.914355054285718	0.0677650271655801	0.0235160205739985	0.120248541520807
clpB	5	slr1641	clpB1	ClpB protein	-0.0948100655933246	-0.264094866832068	0.86942420847616	0.797545730308912	0.770897234545621	0.891443924977185	0.010713870411448	0.0131799105834878	0.119702430907733
ssl2162	5	ssl2162	ssl2162	unknown protein	0.471539071640227	0.302325006621022	0.365205224331861	0.125988942174121	0.48928840640055	0.228418740933118	0.146382266903421	0.193871432966826	0.119652412847221
fecB	5	slr1492	fecB	iron(III) dicitrate transport system substrate- binding protein	0.224284525669351	0.0551053429653208	0.179802423138336	0.139417222315589	0.801021337301133	0.773956683279766	0.021611140733998	0.00613230690255205	0.119627747325617
rps5	5	sll1812	rps5	30S ribosomal protein S5	-3.07538808794708	-3.24348019782338	2.37870518641252	1.83199769241836	0.521743220241387	0.135288050494858	0.868929947440088	2.81774280785695	0.118859070757488
sll1344	5	sll1344	sll1344	unknown protein	0.440944099381363	0.273670897807826	0.245145554348368	0.044797387137098	0.346720922983932	0.386972664061619	0.202843082512611	0.112839905950897	0.118280015143432
sll0990	5	sll0990	sll0990	glutathione-dependent formaldehyde dehydrogenas e	0.214571919394976	0.0476257715607625	0.213655941983137	0.153843027407643	0.945895107585028	0.773956683279766	0.00518341832214991	0.00529995517612927	0.118048753226544
slr0615	5	slr0615	slr0615	ATP-binding protein of ABC transporter	0.232807905075085	0.0661376578035918	0.302990843319206	0.212247777432696	0.892734787732264	0.934932621803461	0.0114722011998315	0.00193252162616111	0.117853662067711
slr1043	5	slr1043	cheW	similar to chemotaxis protein CheW	0.685790521360494	0.519341526132036	0.695592260070724	0.253696707980859	0.770897234545621	0.17662761241048	0.0774967376013817	0.39103373662812	0.11769721324773
ssl1707	3	ssl1707	ssl1707	hypothetical protein	0.307164337152361	0.141299105258117	0.814367541005476	0.374394653519022	0.698410020881592	0.972096826221706	0.0478837065908571	0.00173663309048965	0.117284430235499
slr0196	5	slr0196	slr0196	unknown protein	0.217416582690485	0.0527069919047972	0.114150530724602	0.123252616093734	0.831372755086894	0.746352504788104	0.0174377256598262	0.006696739844614	0.116467268571021
sll1102	5	sll1102	gtrA	integral membrane protein (small) of a TRAP-typ e permease that mediates sodium-dependent glutamate trans port GtrA	0.187136495901943	0.0229202401543993	0.26850847680897	0.203558687570258	0.91906423382506	0.647662559333708	0.00685932629263547	0.00432393099990266	0.116118428020153
nreB	5	slr0796	nrsD	nickel permease involved in nickel and cobalt t olerance	0.286561703713888	0.122362163366987	0.112141161664314	0.11629418153573	0.453523779275958	0.799499133977992	0.098405270992341	0.0118914000476056	0.116106608447008
sll1715	2	sll1715	sll1715	hypothetical protein	0.379694132706292	0.215820118218281	0.100755882512171	0.26355151938206	0.321950804556954	0.972096826221706	0.186889433312031	0.00265253172131976	0.115876426904735
ycf21	5	sll1797	ycf21	hypothetical protein YCF21	-2.22822129735205	-2.39189151027522	1.47500716177533	1.17595415577778	0.102132247396431	0.016128529540136	2.20780435391235	4.28723884309447	0.115732317436221
slr1025	5	slr1025	slr1025	hypothetical protein	0.232187193582598	0.0693164882780528	0.173585674150937	0.302604147381376	0.801021337301133	0.799499133977992	0.0223726095332277	0.0067363151265751	0.115166980177479
sll1485	5	sll1485	sll1485	hypothetical protein	0.325355441452071	0.162834930636161	0.41466716416712	0.241315526373392	0.801021337301133	0.934932621803461	0.0313499213234113	0.0047579856227043	0.114919355279831
slr1852	5	slr1852	slr1852	unknown protein	-0.47971351109038	-0.641864867688649	0.499134094971104	0.82994947298152	0.317804804672139	0.972096826221706	0.238820354306862	0.00788882397248467	0.114658323829235
slr0231	5	slr0231	slr0231	probable DNA-3-methyladenine glycosylase	0.401431812133148	0.24054406307568	0.334177203329113	0.175807080492018	0.96476911582635	0.914355054285718	0.00625294581955943	0.00935358719093238	0.113764818368375
sll8025	5	sll8025	sll8025	hypothetical protein	0.328086884714614	0.167656407114732	0.12358228990319	0.0958392867983284	0.346720922983932	0.972096826221706	0.150926512274097	0.00206057684439103	0.113441478619873
slr1648	5	slr1648	slr1648	hypothetical protein	0.207042165103997	0.046873112130074	0.191143939747302	0.270746193061139	0.945895107585028	0.830847581906481	0.0050015218910456	0.00377228430571948	0.113256623494089
ssl1533	5	ssl1533	ssl1533	unknown protein	0.0791067637368143	-0.0806017410177901	0.139050374249882	0.0964396488660737	0.770897234545621	0.325009520625726	0.00893934214728497	0.0393420254984308	0.112930966725145
glgX	5	slr0237	glgX1	Glycogen debranching enzyme 1	-0.832521054897796	-0.992029712929499	1.73865120988479	1.56389595100317	0.48928840640055	0.773956683279766	0.258443735822062	0.110396384974189	0.112789653752183
slr2078	5	slr2078	slr2078	hypothetical protein	0.257151929482426	0.0977325988201615	0.460598981582625	0.136159970987248	0.96476911582635	0.830847581906481	0.00400555470156771	0.00786538661361745	0.112726489763508
ahcY	5	sll1234	ahcY	adenosylhomocysteinase	-1.77068026459156	-1.92901925312628	0.866439840802924	1.07198332447494	0.0164280793662919	0.100249315167833	3.15962525071097	1.92693318371452	0.111962572519121
ssr2843	5	ssr2843	ssr2843	hypothetical protein	0.248801334918428	0.0906292033092718	0.293423107322829	0.179730929039126	0.892734787732264	0.891443924977185	0.012260318102387	0.00452293832968923	0.111844586855566
slr1236	5	slr1236	slr1236	hypothetical protein	-1.47025386480153	-1.62837175357044	1.41627210951167	1.51370388332456	0.831372755086894	0.972096826221706	0.117920552459453	0.0200134619798424	0.111806231375394
sll0676	5	sll0676	sll0676	hypothetical protein	0.297178358382274	0.139456943360652	0.140678532561721	0.125520280081097	0.521743220241387	0.873632922859333	0.0839657200798407	0.00818207943149186	0.111525882100127
slr0680	5	slr0680	slr0680	hypothetical protein	0.440585901522677	0.284324634730064	0.369791588805948	0.140029546804847	0.698410020881592	0.497647869636685	0.0686827326120075	0.0861724992083051	0.110493401385857
