chr	start	end	strand	type	gene	name	product	locus	CO2_30percent	CO2_4percent
NC_000911.1	2222316	2222876	+	protein-coding	SGL_RS12305	pilA7	pilin-like protein PilA7	slr1930	0.1976484423478287	0.4070346387415048
NC_000911.1	2222898	2223815	+	protein-coding	SGL_RS18965	pilA8	pilin-like protein PilA8	slr1931	0.232284987253502	0.1144882964784247
NC_000911.1	2223417	2223461	-	non-coding	SLR1931-AS	slr1931-as	SLR1931-AS-RNA	slr1931-as	0.423962639090615	0.13042998753631763
NC_000911.1	2223873	2224568	+	protein-coding	SGL_RS12310	slr1932	alpha/beta hydrolase	slr1932	1.2844599429286248	-0.20144253825304076
NC_000911.1	2224789	2225079	-	protein-coding	SGL_RS12315	sll1863	hypothetical protein	sll1863	0.3977157660764507	-0.02945487256679797
NC_000911.1	2225278	2225709	-	protein-coding	SGL_RS12320	sll1862	hypothetical protein	sll1862	-0.2517070932592156	0.13237141574175262
NC_000911.1	2225278	2225709	-	protein-coding	SGL_RS12320	sll1862	hypothetical protein	sll1862	-0.08627747669453503	0.2590199255525769
NC_000911.1	2225766	2226530	-	protein-coding	SGL_RS12325	sll1861	IS5 family transposase	sll1861	0.2487917031369221	0.27770772431776897
NC_000911.1	2227829	2228377	+	protein-coding	SGL_RS03555	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	slr1933	-0.6549476742293311	-0.9826496015106108
NC_000911.1	2228445	2230328	-	protein-coding	SGL_RS12340	sll1858	hypothetical protein	sll1858	-1.0426375217511257	-0.5895307860870174
NC_000911.1	2230487	2231515	+	protein-coding	SGL_RS12345	pdhA	pyruvate dehydrogenase E1 component, alpha subunit	slr1934	-1.963309797437748	-2.7704337093162725
NC_000911.1	2230487	2231515	+	protein-coding	SGL_RS12345	pdhA	pyruvate dehydrogenase E1 component, alpha subunit	slr1934	-3.6091715651874146	-3.6499158456466367
NC_000911.1	2231639	2233036	+	protein-coding	SGL_RS12350	slr1935	MFS transporter	slr1935	-2.334160951535712	-0.1250099487335992
NC_000911.1	2233037	2233834	-	protein-coding	SGL_RS12355	xthA	exodeoxyribonuclease III	sll1854	0.37914385842117754	0.2432375010691872
NC_000911.1	2233809	2234273	-	protein-coding	SGL_RS12360	sll1853	DUF3750 domain-containing protein	sll1853	-0.5238707912547548	-0.18088340902618885
NC_000911.1	2234304	2234753	-	protein-coding	SGL_RS12365	ndkR	nucleoside-diphosphate kinase	sll1852	-1.1995048910830182	0.01471599363905929
NC_000911.1	2235072	2235482	-	protein-coding	SGL_RS12375	sll1851	hypothetical protein	sll1851	0.47696923975848726	-0.23462883148756636
NC_000911.1	2235238	2235352	+	non-coding	SLL1851-AS	sll1851-as	SLL1851-AS-RNA	sll1851-as	0.14189302861557984	0.21332019277822553
NC_000911.1	2236419	2237054	-	protein-coding	SGL_RS12390	sll1849	aromatic ring-hydroxylating dioxygenase subunit alpha	sll1849	0.6743903004653131	0.07028860599048736
NC_000911.1	2237134	2238189	+	protein-coding	SGL_RS12395	mtnA	S-methyl-5-thioribose-1-phosphate isomerase	slr1938	-2.4000295936410136	-3.476177080556467
NC_000911.1	2237238	2237274	-	non-coding	SLR1938-AS	slr1938-as	SLR1938-AS-RNA	slr1938-as	-0.32192263846164487	0.21065128295517851
NC_000911.1	2238277	2238954	-	protein-coding	SGL_RS12400	plsC	1-acylglycerol-3-phosphate O-palmitoyltransferase	sll1848	-0.25722137625905245	-1.4626551568700894
NC_000911.1	2239239	2241248	+	protein-coding	SGL_RS12410	htpX	aminopeptidase	slr1939	-1.7843892079889905	-0.5287044870025479
NC_000911.1	2239239	2241248	+	protein-coding	SGL_RS12410	htpX	aminopeptidase	slr1939	-0.2938498050607663	-1.172383392509184
NC_000911.1	2239565	2239607	-	non-coding	SLR1939-AS	slr1939-as	SLR1939-AS-RNA	slr1939-as	-3.798888814581274	-4.477542119613642
NC_000911.1	2241355	2242788	+	protein-coding	SGL_RS12415	slr1940	collagen-like protein	slr1940	0.2275874436531005	0.10708091027929904
NC_000911.1	2241355	2242788	+	protein-coding	SGL_RS12415	slr1940	collagen-like protein	slr1940	-0.3846009815903951	0.07666653342362967
NC_000911.1	2242886	2243137	+	protein-coding	SGL_RS12420	ssr3300	hypothetical protein	ssr3300	-0.00664596553297662	0.27043685721738175
NC_000911.1	2243250	2243723	-	protein-coding	SGL_RS12425	sll1845	TspO/MBR family protein	sll1845	-0.6573866389852736	-0.9264928309914906
NC_000911.1	2243851	2245368	+	protein-coding	SGL_RS12430	kaiC3	circadian clock protein KaiC3	slr1942	0.1659941195670402	0.5902877454203642
NC_000911.1	2243851	2245368	+	protein-coding	SGL_RS12430	kaiC3	circadian clock protein KaiC3	slr1942	-0.3610482166208517	-0.7305008561333228
NC_000911.1	2244779	2244914	-	non-coding	SLR1942-AS	slr1942-as	SLR1942-AS-RNA	slr1942-as	0.5022486485277894	0.29154070475376925
NC_000911.1	2245407	2245583	+	protein-coding	SGL_RS12435	ssr3304	PCP reductase family protein	ssr3304	0.09967525771318655	0.00222646735862753
NC_000911.1	2245636	2246631	+	protein-coding	SGL_RS12440	slr1943	glycosyltransferase	slr1943	-1.1953638674045792	-0.5737590586639529
NC_000911.1	2246867	2248483	+	protein-coding	SGL_RS12445	slr1944	alpha/beta hydrolase	slr1944	0.5551934275289564	0.1849443733734979
NC_000911.1	2247235	2247331	-	non-coding	SLR1944-AS	slr1944-as	SLR1944-AS-RNA	slr1944-as	-0.5697172101549197	0.21967695887385225
NC_000911.1	2248578	2250176	+	protein-coding	SGL_RS12450	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	slr1945	-5.647792832390115	-6.793667773373327
NC_000911.1	2250241	2250474	+	protein-coding	SGL_RS12455	secG	preprotein translocase subunit SecG	ssr3307	-1.2734358077199643	-3.134126678066949
NC_000911.1	2250479	2250620	-	non-coding	SSR3307-AS	ssr3307-as	SSR3307-AS-RNA	ssr3307-as	-1.5667987698304178	-0.5485565876211731
NC_000911.1	2250711	2251496	+	protein-coding	SGL_RS12460	slr1946	matrixin family metalloprotease	slr1946	-0.538377477031401	-1.1208442920494106
NC_000911.1	2251657	2252958	-	protein-coding	SGL_RS12465	pdhC	pyruvate dehydrogenase dihydrolipoamide acetyltransferase component (E2)	sll1841	-4.472070671625277	-5.926925284842745
NC_000911.1	2253169	2253807	+	protein-coding	SGL_RS12470	slr1949	DUF3318 domain-containing protein	slr1949	-4.930576643411259	-6.140141236663003
NC_000911.1	2253883	2254019	-	non-coding	NCL1100	ncl1100	NCL1100-RNA	ncl1100	0.24414389134042755	0.14336031706067012
NC_000911.1	2254112	2256454	+	protein-coding	SGL_RS12475	ctaA	copper-transporting P-type ATPase CtaA	slr1950	1.2537321328918818	-0.02740140800349078
NC_000911.1	2256697	2257170	+	protein-coding	SGL_RS12480	slr1951	FHA domain-containing protein	slr1951	-0.3790065722588653	0.1121947638386505
NC_000911.1	2257203	2257964	+	protein-coding	SGL_RS12485	slr0989	YebC/PmpR family DNA-binding transcriptional regulator	slr0989	-1.555241303350248	0.29337521609686995
NC_000911.1	2258074	2259243	+	protein-coding	SGL_RS12490	gshA	glutamate--cysteine ligase	slr0990	-0.17636658571479655	0.2084358361576958
NC_000911.1	2259402	2259863	+	protein-coding	SGL_RS12495	trmL	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	slr0992	0.660136106060029	-0.20758152426467424
NC_000911.1	2260229	2260367	+	non-coding	NCR1080	SyR47	SyR47	ncr1080	-6.451160655465877	-7.213543059530291
NC_000911.1	2260429	2262576	+	protein-coding	G2PN3-401	slr0993	putative peptidase	slr0993	-2.12353539276869	0.01978046347118496
NC_000911.1	2260429	2262576	+	protein-coding	G2PN3-401	slr0993	putative peptidase	slr0993	-3.421656465463924	-0.7160927136917489
NC_000911.1	2261776	2261867	-	non-coding	SLR0993-AS	slr0993-as	SLR0993-AS-RNA	slr0993-as	-0.07196770759574864	0.06308705775381895
NC_000911.1	2262163	2262294	-	non-coding	SLR0993-AS2	slr0993-as2	SLR0993-AS2-RNA	slr0993-as2	0.00480221124558102	0.2631657601943423
NC_000911.1	2262718	2262767	-	non-coding	NCL1110	ncl1110	NCL1110-RNA	ncl1110	0.378058880100524	0.15100960008051015
NC_000911.1	2262805	2263380	-	protein-coding	SGL_RS12505	ltrA	ribosomal-associated protein LrtA	sll0947	0.42005381838027006	0.17616791822867317
NC_000911.1	2263555	2263692	-	non-coding	NCL1120	ncl1120	NCL1120-RNA	ncl1120	-8.932646033404692	-0.03715830969395541
NC_000911.1	2263827	2264510	+	protein-coding	SGL_RS12510	lipB	lipoyl(octanoyl) transferase LipB	slr0994	-0.40659212504646103	-0.04957445465415855
NC_000911.1	2264491	2264781	-	protein-coding	SGL_RS12515	ssl1807	hypothetical protein	ssl1807	-2.038201040325844	-2.346645573616556
NC_000911.1	2265213	2266646	-	protein-coding	SGL_RS12525	glgA1	glycogen synthase GlgA1	sll0945	0.2955415572436565	0.3381063103876229
NC_000911.1	2266850	2267344	-	protein-coding	SGL_RS12530	pirC	PII-interacting protein PirC	sll0944	-0.29423907599453847	-0.092376855258867
NC_000911.1	2266850	2267344	-	protein-coding	SGL_RS12530	pirC	PII-interacting protein PirC	sll0944	-0.31415923618878977	0.28941464195052763
NC_000911.1	2267081	2267154	+	non-coding	SLL0944-AS	sll0944-as	SLL0944-AS-RNA	sll0944-as	0.778329246423519	-0.01563351885768343
NC_000911.1	2267490	2269085	+	protein-coding	SGL_RS12535	slr0320	PSII-related radical SAM protein	slr0320	0.5875243308379438	-1.3045471635853634
NC_000911.1	2267490	2269085	+	protein-coding	SGL_RS12535	slr0320	PSII-related radical SAM protein	slr0320	-3.209781368914396	-2.8699483961850145
NC_000911.1	2269033	2269144	-	non-coding	SLR0320-AS	slr0320-as	SLR0320-AS-RNA	slr0320-as	-1.1513263698699885	0.15599660019164607
NC_000911.1	2269035	2269077	-	non-coding	SLR0320-AS4	slr0320-as4	SLR0320-AS4-RNA	slr0320-as4	-1.3055884652683964	0.04093374160593883
NC_000911.1	2269035	2269131	-	non-coding	SLR0320-AS2	slr0320-as2	SLR0320-AS2-RNA	slr0320-as2	-1.6612214651592851	0.13553208232083888
NC_000911.1	2269097	2269137	-	non-coding	SLR0320-AS3	slr0320-as3	SLR0320-AS3-RNA	slr0320-as3	-1.7355604301537912	0.26963158413344446
NC_000911.1	2269126	2270163	-	protein-coding	SGL_RS12540	sigB	RNA polymerase group 2 sigma factor SigB	sll0306	-1.4428349547609285	0.15524245892330948
NC_000911.1	2269126	2270163	-	protein-coding	SGL_RS12540	sigB	RNA polymerase group 2 sigma factor SigB	sll0306	-2.8603083308554993	0.05023592098442673
NC_000911.1	2270192	2270348	+	non-coding	SLL0306-AS	sll0306-as	SLL0306-AS-RNA	sll0306-as	-2.234887831320964	0.17126522053230317
NC_000911.1	2270214	2270293	+	non-coding	NCR1090	ncr1090	NCR1090-RNA	ncr1090	-1.1473074989413274	0.25911939012392327
NC_000911.1	2270287	2270391	-	non-coding	NCL1130	ncl1130	NCL1130-RNA	ncl1130	-1.8448270004067175	0.08692407398699972
NC_000911.1	2270624	2271571	+	protein-coding	SGL_RS12545	era	GTPase Era	slr0321	-0.05878478055733502	-2.7339749235075703
NC_000911.1	2271581	2274868	+	protein-coding	SGL_RS12550	pilL-C	CheA-like protein PilL C-terminal domain	slr0322	0.31058666546223473	0.5922804569008309
NC_000911.1	2274334	2274373	-	non-coding	SLR0322-AS	slr0322-as	SLR0322-AS-RNA	slr0322-as	-0.1050419337308924	-0.04604398774226784
NC_000911.1	2274868	2277996	+	protein-coding	SGL_RS12555	slr0323	alpha-mannosidase	slr0323	0.25709771753239813	0.18160890205841476
NC_000911.1	2277989	2278873	+	protein-coding	SGL_RS12560	slr0324	ABC transporter permease	slr0324	-0.04143811959573691	0.22949232209001383
NC_000911.1	2278921	2279406	+	protein-coding	SGL_RS12565	slr0325	MEKHLA domain-containing protein	slr0325	0.17722489335835753	-0.138067237174532
NC_000911.1	2279497	2280006	-	protein-coding	SGL_RS12570	sll0301	pentapeptide repeat-containing protein	sll0301	0.01769432138717235	-0.2663752544557686
NC_000911.1	2280267	2280947	-	protein-coding	SGL_RS12575	ribE	riboflavin synthase	sll0300	-2.720128651192627	-2.5722335526874285
NC_000911.1	2280495	2280634	+	non-coding	SLL0300-AS	sll0300-as	SLL0300-AS-RNA	sll0300-as	0.2895089281163884	0.7894630329967552
NC_000911.1	2280998	2281441	+	protein-coding	SGL_RS19930	slr0326	hypothetical protein	slr0326	-0.3410696113975568	-0.8947390921521385
NC_000911.1	2281036	2281081	-	non-coding	SLR0326-AS	slr0326-as	SLR0326-AS-RNA	slr0326-as	0.26225932921761325	-1.635249422367207
NC_000911.1	2281509	2283182	+	protein-coding	SGL_RS12585	futB	iron(III) ABC transporter, permease protein	slr0327	-0.1298684342831355	-0.22543756799871784
NC_000911.1	2281509	2283182	+	protein-coding	SGL_RS12585	futB	iron(III) ABC transporter, permease protein	slr0327	0.8697899809857055	0.01581652102071363
NC_000911.1	2282907	2283043	-	non-coding	SLR0327-AS	slr0327-as	SLR0327-AS-RNA	slr0327-as	0.08425621837655524	0.25536088354167524
NC_000911.1	2283232	2283705	+	protein-coding	SGL_RS12590	wzb	low molecular weight protein-tyrosine-phosphatase	slr0328	0.124286609635531	0.11298040402114808
NC_000911.1	2283794	2284777	+	protein-coding	SGL_RS12595	nagK	N-acetyl-D-glucosamine kinase	slr0329	0.45413958359800655	-0.13702300001873963
NC_000911.1	2284791	2285294	-	protein-coding	SGL_RS12600	sll0298	DUF2062 domain-containing protein	sll0298	-0.8027632976834875	-0.9578051155852796
NC_000911.1	2284791	2285294	-	protein-coding	SGL_RS12600	sll0298	DUF2062 domain-containing protein	sll0298	0.630736227773726	0.16364989256929835
NC_000911.1	2285410	2285997	-	protein-coding	SGL_RS12605	sll0297	NYN domain-containing protein	sll0297	-0.5701831375977228	-0.37632094798014226
NC_000911.1	2286046	2286098	+	non-coding	SLL0297-AS	sll0297-as	SLL0297-AS-RNA	sll0297-as	-0.9617897162677196	0.17267464742971184
NC_000911.1	2286186	2286746	-	protein-coding	SGL_RS12610	sll0296	Uma2 family endonuclease	sll0296	-0.6226386097662452	0.37420185007000295
NC_000911.1	2286798	2287067	-	protein-coding	SGL_RS12615	ssl0564	helix-turn-helix transcriptional regulator	ssl0564	0.10710831750888582	0.03333136983224891
NC_000911.1	2286834	2286926	+	non-coding	SSL0564-AS	ssl0564-as	SSL0564-AS-RNA	ssl0564-as	-0.956694663264368	-0.18280265130614928
NC_000911.1	2287334	2287579	-	protein-coding	SGL_RS12620	psaC	photosystem I iron-sulfur center	ssl0563	-3.4693346308932305	-4.131616347829928
NC_000911.1	2287837	2288006	-	non-coding	SLR0331-AS	slr0331-as	SLR0331-AS-RNA	slr0331-as	-0.4033125468384211	0.08605678215942528
NC_000911.1	2287948	2289525	+	protein-coding	SGL_RS12625	ndhD1	ferredoxin-plastoquinone oxidoreductase subunit D1	slr0331	-0.8628903827585398	-0.5781313357137345
NC_000911.1	2287948	2289525	+	protein-coding	SGL_RS12625	ndhD1	ferredoxin-plastoquinone oxidoreductase subunit D1	slr0331	-0.7797625910813127	-0.45470121036145994
NC_000911.1	2289426	2289630	-	non-coding	SLR0331-AS2	slr0331-as2	SLR0331-AS2-RNA	slr0331-as2	-0.0660040696887144	0.04474500722402592
NC_000911.1	2289704	2290024	+	protein-coding	SGL_RS12630	slr0333	SH3 domain-containing protein	slr0333	-1.5236948235160022	-1.9183431465923944
NC_000911.1	2290089	2290421	+	protein-coding	SGL_RS12635	slr0334	hypothetical protein	slr0334	-0.6830439738391823	0.05405016819755568
NC_000911.1	2290705	2290959	+	protein-coding	SGL_RS12640	ssr0536	hypothetical protein	ssr0536	-0.02561347754367378	-0.07866171676268051
NC_000911.1	2291091	2291879	-	protein-coding	SGL_RS12645	sll0295	hypothetical protein	sll0295	0.4509857218126515	0.15256778606523572
NC_000911.1	2291622	2291658	+	non-coding	SLL0295-AS2	sll0295-as2	SLL0295-AS2-RNA	sll0295-as2	-0.14875452449344967	0.27489032718835316
NC_000911.1	2291819	2291867	+	non-coding	SLL0295-AS	sll0295-as	SLL0295-AS-RNA	sll0295-as	0.18585989514930815	-0.00856909515348084
NC_000911.1	2292188	2294878	+	protein-coding	SGL_RS12650	apcE	phycobilisome core-membrane linker polypeptide ApcE	slr0335	0.20772003482536572	-4.572717980525704
NC_000911.1	2295152	2297341	+	protein-coding	SGL_RS12655	slr0337	hypothetical protein	slr0337	0.16933023788837995	0.30441692633217393
NC_000911.1	2297368	2298570	-	protein-coding	SGL_RS12660	sll0294	DNA double-strand break repair nuclease NurA	sll0294	-0.38685990248572394	0.00498107024523497
NC_000911.1	2298606	2299118	-	protein-coding	SGL_RS12665	sll0293	hypothetical protein	sll0293	0.34376680760695666	0.3771308285914557
NC_000911.1	2299180	2299308	-	non-coding	SLR0338-AS	slr0338-as	SLR0338-AS-RNA	slr0338-as	-4.151850205924642	-4.909180517228511
NC_000911.1	2299371	2300441	+	protein-coding	SGL_RS12675	slr0338	Gfo/Idh/MocA family oxidoreductase	slr0338	-2.7966822625357626	-2.1037481891955716
NC_000911.1	2300515	2302446	+	protein-coding	SGL_RS12680	slr0168	DUF4114 domain-containing protein	slr0168	0.19255240764258255	0.21341309281825185
NC_000911.1	2302457	2302639	-	protein-coding	SGL_RS12685	ssl0318	hypothetical protein	ssl0318	0.7129616880434856	0.11469612377743948
NC_000911.1	2302494	2302555	+	non-coding	SSL0318-AS	ssl0318-as	SSL0318-AS-RNA	ssl0318-as	0.5803026830955185	0.8355283440750758
NC_000911.1	2302638	2303279	+	protein-coding	SGL_RS12690	ccmP	carboxysome trimer-forming shell protein (BMC-T) CcmP	slr0169	-1.3129230696386145	-0.40009773035105073
NC_000911.1	2302638	2303279	+	protein-coding	SGL_RS12690	ccmP	carboxysome trimer-forming shell protein (BMC-T) CcmP	slr0169	-2.163978785037858	-0.3115649616170179
NC_000911.1	2303504	2303544	-	non-coding	SLR0171-AS	slr0171-as	SLR0171-AS-RNA	slr0171-as	-1.1811294467451143	0.3362082061259322
NC_000911.1	2303507	2304034	+	protein-coding	SGL_RS12695	ycf37	photosystem I assembly related protein Ycf37	slr0171	0.36342365987708464	0.317773070932475
NC_000911.1	2304094	2304561	+	protein-coding	SGL_RS12700	slr0172	CBS domain-containing protein	slr0172	-1.7862024482561096	-0.7336349218468329
NC_000911.1	2304558	2305886	-	protein-coding	SGL_RS12705	sll0177	recombinase family protein	sll0177	0.24620911976354204	0.2281051558515669
NC_000911.1	2305662	2305779	+	non-coding	SLL0177-AS	sll0177-as	SLL0177-AS-RNA	sll0177-as	-0.08541960939490374	0.6724008084790634
NC_000911.1	2305907	2306230	-	protein-coding	SGL_RS19935	inrS	internal nickel-responsive sensor	sll0176	0.5635354828849459	-2.210918114752744
NC_000911.1	2306600	2306800	-	protein-coding	G2PN3-393	ssl0312	hypothetical protein	ssl0312	0.3028849819590652	-0.15676894934157595
NC_000911.1	2306600	2306800	-	protein-coding	G2PN3-393	ssl0312	hypothetical protein	ssl0312	0.0733933111490665	-0.00850258530871524
NC_000911.1	2306850	2308472	-	protein-coding	SGL_RS12725	sll0175	NAD(P)/FAD-dependent oxidoreductase	sll0175	0.19917047886454323	-0.03006682487077485
NC_000911.1	2308517	2309371	-	protein-coding	SGL_RS12730	sll0174	ABC transporter substrate-binding protein	sll0174	0.27314412500524865	0.26803989894079316
NC_000911.1	2308773	2308832	+	non-coding	SLL0174-AS2	sll0174-as2	SLL0174-AS2-RNA	sll0174-as2	-0.3512587620909796	0.31316652676465
NC_000911.1	2308913	2308962	+	non-coding	SLL0174-AS	sll0174-as	SLL0174-AS-RNA	sll0174-as	-3.080297766711517	-1.323209057227554
NC_000911.1	2309413	2310471	-	protein-coding	SGL_RS12735	sll0173	virginiamycin B hydrolase Vgb	sll0173	0.3667278075875098	0.1695520353639619
NC_000911.1	2310533	2310991	-	protein-coding	SGL_RS12740	sll0172	hypothetical protein	sll0172	0.11325369162993353	0.1939490272365587
NC_000911.1	2311377	2312495	-	protein-coding	SGL_RS12745	gcvT	glycine cleavage system T-protein	sll0171	-0.17905459091270165	0.499510156943629
NC_000911.1	2312664	2314574	-	protein-coding	SGL_RS12750	dnaK2	molecular chaperone DnaK2	sll0170	-5.0162780392557025	-5.465370728890624
NC_000911.1	2312664	2314574	-	protein-coding	SGL_RS12750	dnaK2	molecular chaperone DnaK2	sll0170	-1.835683734581659	-0.1932562114396926
NC_000911.1	2314615	2314722	+	non-coding	SLL0170-AS	sll0170-as	SLL0170-AS-RNA	sll0170-as	-4.252376979060952	-4.219336559957963
NC_000911.1	2314780	2316924	-	protein-coding	SGL_RS12755	zipN	Z-ring-interacting protein N	sll0169	-1.999151545647095	-1.2852490120389857
NC_000911.1	2314780	2316924	-	protein-coding	SGL_RS12755	zipN	Z-ring-interacting protein N	sll0169	-2.925219684079015	-0.1713422484564949
NC_000911.1	2316936	2317030	-	non-coding	NCL1150	ncl1150	NCL1150-RNA	ncl1150	-2.917839455924701	-0.4967781398850672
NC_000911.1	2317112	2317447	-	protein-coding	SGL_RS12760	sll0168	hypothetical protein	sll0168	-0.1926444708605922	0.2694020318587986
NC_000911.1	2317536	2318030	-	protein-coding	SGL_RS12765	sll0167	hypothetical protein	sll0167	0.06429168225401716	0.19189529611101935
NC_000911.1	2317536	2318030	-	protein-coding	SGL_RS12765	sll0167	hypothetical protein	sll0167	-2.796434764649451	-3.67822165358217
